ApplicationID,ApplicationNumber,ApplicantType,Participants,Institution,InstCity,InstState,InstPostalCode,InstCountry,CouncilDate,YearAwarded,ProjectTitle,FieldCode,FieldName,ProgramID,ProgramName,DivisionID,DivisionName,OfferedOutright,OfferedMatching,ApprovedOutright,ApprovedMatching,AwardOutright,AwardMatching,OriginalAmount,SupplementAmount,GrantPeriod,ProjectDesc,ToSupport,Gender,Race,Culture,Language,Religion,Country,U.S. Census Label
208716,HD-51276-11,O,"Anne Balsamo (Project Director, 10/07/2010 - present)",University of Southern California,Los Angeles,CA,90089-0012,USA,3/11/2015,2011,Design of an Interactive Tabletop Device for Humanities Exhibitions,GL,Media Studies,247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$57,500.00",$0.00,"$56,682.10",$0.00,"$50,000.00","$7,500.00",4/1/2011 Ð 8/31/2012,"""Quilty Table"" is interactive tabletop device designed to enable the body-based and collaborative browsing of an extensive database of digitalized images of panels of the AIDS Memorial Quilt. The project will create a browsing application that can be used with other large image databases that would be appropriately displayed on an interactive tabletop. By tilting the tabletop, users can explore an expansive a collection of the AIDS Memorial Quilt panels along several dimensions. By twisting the Quilty Table users are able to move between levels of visual content ranging from an extreme wide-angle view of the entire ""virtually stitched together"" quilt, to a mid-range level that allows for visual browsing, to a close-up level that focuses on a single block of the quilt. When a user selects an individual block to focus on in the close-up view, additional information about the panels are revealed in terms of names, dates, and other relevant meta-data.","To support: The development of a prototype tabletop device for museums to allow for interactive browsing of large-scale digital collections, using the AIDS Memorial Quilt database as a test-case.",,,,,,,
208723,HD-51283-11,O,"Lori Walters (Project Director, 10/07/2010 - present)","University of Central Florida, Orlando",Orlando,FL,32816-8005,USA,3/11/2015,2011,Journey Beyond the Fair,A3,U.S. History,247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$49,715.00",$0.00,"$49,615.49",$0.00,"$49,615.49",$0.00,5/1/2011 Ð 4/30/2014,"Journey Beyond the Fair will combine a vast virtual world environment and hand-held devices to develop a tightly coupled home-school-museum paradigm that enhances traditional exhibits. This paradigm is designed to work as a national model where informal humanities education institutions can add depth of learning and heighten the level of interactivity and personalization of an onsite experience by strengthening the connections to a home/school-based virtual world experience. While in this instance we are addressing the 1964/65 New York World's Fair, institutions can adapt the concept based on subjects pertinent to their facility, culture and demographic visitation needs.","To support: Development of a mobile application that connects museum visitors, students, and the public to the NEH-funded Journey To the Fair project about the history of the 1964-65 World's Fair.",,,,,,,
208737,HD-51297-11,O,"Thomas Levy (Project Director, 10/07/2010 - present)","University of California, San Diego",La Jolla,CA,92093-0013,USA,3/11/2015,2011,Real-time 3D Archaeological Field Recording: Development of an interoperable open-source GIS data entry system.,LA,Archaeology,247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$50,000.00",$0.00,"$50,000.00",$0.00,"$50,000.00",$0.00,3/1/2011 Ð 2/29/2012,"This project will develop and test a real-time 3D data recording interface for on-the-field archaeological excavations that will be applicable to different time periods, contexts and recording nomenclature. In 2010, this open-source, OS independent, web-based GIS application called ArchField was developed for excavations in Jordan. It is now imperative to begin the second stage of streamlining the software to make it easily adapted to different archaeological projects. The proposed application is an open GIS that can communicate with different spatially oriented user interfaces (e.g. Google Earth) for visualization and analysis. This system is built by archaeologists for archaeological excavation and digital conservation. Its ability includes association of all field data with 3D coordinates and auto-generation of for daily top plans in real-time. The end goal is to provide an easily available and user-friendly digital archaeological system to facilitate the dissemination online of advanced digital recording and mapping techniques to a broad audience.","To support: The development of a prototype of an open-source field recording tool named ArchField, which will be tested at sites in Jordan and Israel.",,,,,,,
208741,HD-51301-11,O,"Benjamin Vershbow (Project Director, 10/07/2010 - present)",New York Public Library,New York,NY,10018,USA,3/11/2015,2011,Crowdsourcing Culinary History at The New York Public Library,YC,Library Science,247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$50,000.00",$0.00,"$50,000.00",$0.00,"$50,000.00",$0.00,4/1/2011 Ð 12/31/2012,"The New York Public Library (NYPL) seeks funding from NEH to build an online platform called ""What's on the Menu"" that will build capacity for crowdsource transcription of its unique collection of historic restaurant menus. With approximately 40,000 menus dating from the 1840s to the present, NYPL’s collection is one of the largest of its kind in the world, used by historians, novelists, food writers, and general food enthusiasts. These menus are cultural artifacts and ephemera beyond simple descriptions of food; they provide insights on matters as diverse as politics, neighborhood development, and the evolution of graphic design. The planned menus database, which will store keyword-searchable structured information like restaurant location, dish-level descriptions, and food prices, will enable researchers, authors, culinary and other historians to track ingredients, dishes, prices, fads, and food vernacular through history, opening up new possibilities for discovering who we were through what we ate.","To support: The development of a prototype interface for a tool that would allow scholars and interested members of the general public to contribute to transcription materials related to culinary history, using the menu collection of the New York Public Library as a testbed.",,,,,,,
208760,HD-51320-11,O,"Roger Schonfeld (Project Director, 10/07/2010 - present)","Ithaka Harbors, Inc.",New York,NY,10065-8112,USA,3/11/2015,2011,Campus Services to Support Historians,A1,"History, General",247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$49,508.00",$0.00,"$49,508.00",$0.00,"$49,508.00",$0.00,3/1/2011 Ð 7/31/2012,"As the environment in which humanities scholars work continues to evolve rapidly, the set of support services that will best enable innovative scholarship also changes. But too often, the support services made available to scholars are defined by the traditional core competencies of the service provider rather than by the needs of scholars. In this project, we will take a scholar-centric approach to understanding the information service needs of scholars in the field of history, seeking both to identify concrete needs for new information services and to model an approach to service development that evolves with the needs of scholars. This project will probe how scholars in the field of history rely on existing information services, identify concrete opportunities for new support services that would address unmet needs, and serve as a pilot for a broader program of investigation into the future of information services for the humanities.","To support: A systematic study and projection of new information services required by scholars in the field of history, also serving as a pilot for a broader program of investigation into the future of information services for the humanities.",,,,,,,
208768,HD-51328-11,O,"Ethan Watrall (Co Project Director, 10/07/2010 - present); Lisa Rosner (Project Director, 10/07/2010 - present)",Richard Stockton College of New Jersey,Pomona,NJ,08240-0195,USA,3/11/2015,2011,A Digital Role-Playing Game for the History of Medicine,GC,"History and Philosophy of Science, Technology, and Medicine",247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$48,989.00",$0.00,"$48,989.00",$0.00,"$48,989.00",$0.00,7/1/2011 Ð 6/30/2013,"Edward Jenner's 1798 smallpox vaccine was a breakthrough against an epidemic disease, and its subsequent role as a public health measure demonstrates the interplay of disease, patient, healers, and social institutions in medical history. Our project, Pox and the City: A Digital Role-Playing Game for the History of Medicine, explores these complex interrelationships in a format that will enhance existing humanities teaching and enable historians of medicine to reach new audiences. The game, a collaboration between historians of medicine and Serious Games specialists, can be played as a smallpox doctor, a virus, or a patient. The grant will be used to create and test the first level of the game for each of these characters. Pox and the City makes use of the world-renowned historical collection of books, ephemera, images, and artifacts held by the College of Physicians in Philadelphia. The outcome will be an open-source, Flash-based RPG for use in web-based and GeoDome applications.",To support: The development of a game-based simulation for exploring the early history of the development and history of the smallpox vaccination.,,,,,,,
208769,HD-51329-11,O,"Micki McGee (Project Director, 10/07/2010 - present)",Fordham University,Bronx,NY,10458-9993,USA,3/11/2015,2011,Compatible Database Initiative: Fostering Interoperable Data for Network Mapping and Visualization,G1,"Interdisciplinary Studies, General",247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$24,937.00",$0.00,"$24,937.00",$0.00,"$24,937.00",$0.00,4/1/2011 Ð 5/31/2012,"The Compatible Database Initiative requests Level I Digital Start-Up support to convene a two-day conference and several tele-conferenced planning meetings to foster interoperable person-centric data standards for network analysis and visualization. Numerous humanities scholars are engaged in building relational databases for historical and cultural research. Such network mapping and visualization projects include The Crowded Page, Phylo, Yaddo Archive Project, and Explore Thomas Cole. But these topical projects have developed separately with unique database structures. The field-wide problem is that diverse data structures lack interoperability: data collected for one project is incompatible with data from another. This initiative will spur a conversation among these projects’ architects and leading figures in database architecture and data visualization. Our goal is to create the first open source data design standards for interoperability in database mapping and visualization.","To support: Workshops and the development of a consortium to generate standards for shared, interoperable data sets for humanities-based network analysis projects.",,,,,,,
208770,HD-51330-11,O,"Rudyne Grigar (Project Director, 10/07/2010 - present)",Washington State University,Pullman,WA,99164-0001,USA,3/11/2015,2011,Fort Vancouver Mobile,A1,"History, General",247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$50,000.00",$0.00,"$50,000.00",$0.00,"$50,000.00",$0.00,3/1/2011 Ð 10/31/2012,"Mobile phones have become ubiquitous yet remain untapped as a storytelling medium. They offer the power of media, text, audio, video, animation, in a fully personalized format. Through GPS technology these devices even can locate a user and share, on the precise spot, data tailored just for that user's particular interest. Users then can add written responses, video or sound about a site or event. The implications for such authoring precision, audience awareness and interactivity pose exciting challenges to the team creating the Fort Vancouver Mobile project, a storytelling environment accessible via smart phones that tells the history of the Fort Vancouver National Historic Site. Phase I, just completed, comprises apps for the iPhone and Android and a story module focusing on Hawaiians who lived and worked at the site in the mid 1800s. Phase II, the focus on this proposal, seeks $50,000 to create modules focusing on gender issues at the site that have, heretofore, gone unexamined.",To support: Development of interactive mobile storytelling environment using both iPhone and Android platforms to create a story module focusing on Hawaiians who lived and worked at Fort Vancouver National Historic Site in the mid 1800s.,,,,,,,
209582,HD-51343-11,O,"Lucia Binotti (Project Director, 03/02/2011 - present)","University of North Carolina, Chapel Hill",Chapel Hill,NC,27599-0001,USA,7/11/2015,2011,Gnovis: Flowing Through the Galaxy of Knowledge,G1,"Interdisciplinary Studies, General",247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$49,913.00",$0.00,"$49,865.28",$0.00,"$49,865.28",$0.00,9/1/2011 Ð 2/28/2014,"Gnovis is a novel application for all scholars and teachers in the humanities that will, in the long run, permit the re-conceptualization of data that have until recently been presented in rigid, non-individualized formats. Gnovis is a first attempt at producing an engine that can display corpora of knowledge in multi-dimensional environments, allowing for the visualization of extensive amounts of material organized semantically in nested clusters. We plan to implement a prototype visual interface for a compact but detailed set of knowledge in the humanities. Our goal is to explore different visualization styles and interfaces. We are interested in creating a more fluid style of interface than the current web-page paradigm where a click can take you to a new page, more smoothly navigable even than the Google maps style which allows the user to drag information from out of the current view.","To support: Advanced development of multiple flexible and re-usable user interfaces that would allow for the display of large amounts of data organized semantically. Two core datasets will serve as the focus of the start-up activities: historical composers of music, and a corpus of Renaissance Spanish literature.",,,,,,,
209587,HD-51348-11,O,"Michelle Aubrecht (Co Project Director, 03/02/2011 - present); Christine Morris (Project Director, 03/02/2011 - present)","Ohio State University, Main Campus",Columbus,OH,43210-1307,USA,7/11/2015,2011,Meeting the Earthworks Builders: A flash-based video game,GH,Area Studies,247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$49,990.00",$0.00,"$49,600.80",$0.00,"$49,600.80",$0.00,9/1/2011 Ð 10/31/2012,"We propose to create a video game about Earthwork Builder Culture for school-age children in grades 4 through 8. In the past, the Earthwork Builder Culture has been poorly addressed in student learning materials. Current understanding and portrayal of American Indians remains largely stereotypical. This game will be developed using content generated by scientists, academics, educators, and American Indians. This approach will ensure that the native voice will be incorporated into the subject content areas, interface, game mechanics and artwork. Educational video games are a multimodal form of student engagement using visual images, animation, sound, text, and navigation/ interface design elements that engage students and allow them to make decisions and choices, developing problem solving skills and systems thinking. This medium will allow us to communicate profound aspects of American Indian thought through player interaction and the juxtaposition of graphical information.","To support: The development of an educational computer game targeted to grades 4 - 8 about American Indian earthworks, building on the scholarship of John Hancock's NEH-funded EarthWorks project.",,,,,,,
209591,HD-51352-11,O,"Hannah Kosstrin (Project Director, 03/02/2011 - present)",Reed College,Portland,OR,97202-8199,USA,7/11/2015,2011,Enhancing Dance Literacy: Dance Notation Through Touch Technology,M4,Dance History and Criticism,247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$25,000.00",$0.00,"$25,000.00",$0.00,"$25,000.00",$0.00,9/1/2011 Ð 8/31/2013,"This project’s principal activity is to create a dance notation editing program implementing touch technology. The project will result in the development and release of a freeware tablet application that innovates upon existing Labanotation software to develop a program that will significantly change the way dance and movement teachers, scholars, and professionals document, read, write, share, and utilize this notation in teaching, research, and public projects. This technology will enable users to engage with the notation on a high level of detail, while allowing them the portability of bringing it directly into the studio or into the research field. The beneficiaries of this project are researchers, scholars, teachers, choreographers, dancers, and students in fields such as dance, theater, and performance studies who use movement as an integral part of their scholarly inquiry. The expected results are the creation of an iPad application that can be used in educational settings.",To support: Development of a software program for touch-technology tablets such as the iPad that would allow for scholarly dance notation.,,,,,,,
209596,HD-51357-11,O,"Joshua Radinsky (Co Project Director, 03/02/2011 - present); Leilah Lyons (Project Director, 03/02/2011 - present)",University of Illinois at Chicago,Chicago,IL,60607,USA,7/11/2015,2011,CoCensus: Collaboration Exploration of Census Data in a Museum,A3,U.S. History,247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$49,999.00",$0.00,"$49,999.00",$0.00,"$49,999.00",$0.00,9/1/2011 Ð 8/31/2012,"Museums play a role in American intellectual life as places for members of the public to gather, learn, and engage in discourse about human experience and knowledge (Conn, 1998). As cultural and historical research is informed by increasingly complex information, museums can support visitor discourse around such complex data. To this end, we will construct a prototype museum exhibit, CoCensus, at the Jane Addams Hull-House Museum, using an innovative combination of an ambient data map display and RFID technology to allow visitors to interact with dynamic visualizations of census data on a local map. This innovative design will enable multiple visitors to cooperatively investigate and discuss complex data and the personal dimensions of American identity. This work highlights important issues for designing public educational spaces to support collaborative data visualization, and take steps towards making large digital resources accessible within the social learning milieu of museums.",To support: A prototype museum exhibit that would allow visitors to interact with dynamic visualizations of census data.,,,,,,,
209601,HD-51362-11,O,"David Pfeifer (Project Director, 03/02/2011 - present)","Indiana University, Indianapolis",Indianapolis,IN,46202-3288,USA,7/11/2015,2011,An Open-Source Scholarly Text-Editing Platform for the Critical Editions in the Institute for American Thought,G1,"Interdisciplinary Studies, General",247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$50,000.00",$0.00,"$43,722.60",$0.00,"$43,722.60",$0.00,9/1/2011 Ð 2/28/2014,"The Scholarly Text-Editing Platform (STEP) will provide an exceptional online environment for scholarly editors that will greatly increase efficiency and collaboration in the production of both digital and print critical editions. Beginning with the complex writings of American philosopher Charles Peirce, and then extending to the critical editions of Santayana, Royce, Douglass, and Bradbury, STEP will give editors advanced tools and interfaces to produce their volumes from initial transcription to editing to layout and publication. STEP will be entirely open-source, using Drupal's content management system as its foundation. It will use standardized XML coding compliant with the Text Encoding Initiative guidelines for representation of texts in digital form. Changes and revisions will be kept in a MySQL database, allowing the entire evolution of the documents to be preserved. STEP will position the Institute for American Thought as a leader in streamlined digital critical editing.","To support: The creation of a platform based on the Drupal content management system that would support the development of scholarly editions. The core test case is the NEH-funded Charles Peirce edition, with input from editors of other critical editions housed at the Institute for American Thought.",,,,,,,
209611,HD-51372-11,O,"William Cowan (Project Director, 03/02/2011 - present)","Indiana University, Bloomington",Bloomington,IN,47405,USA,7/11/2015,2011,Incorporating Annotated Video into Omeka,G1,"Interdisciplinary Studies, General",247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$49,999.00",$0.00,"$49,999.00",$0.00,"$49,999.00",$0.00,9/1/2011 Ð 8/31/2013,"Indiana University Bloomington’s (IUB) Institute for Digital Arts and Humanities requests a Level II grant to support the project ""Incorporating Annotated Video into Omeka."" During the grant period, IUB will build a plugin for the Web-publishing platform Omeka that will enable academic and cultural institutions and individuals to incorporate annotated video into online collections and exhibitions. Using either the client- or Web-based version of IUB’s software tool, the Annotator’s Workbench, scholars and cultural professionals will be able to segment and annotate video and upload it to an Omeka-based Web site using the plugin created by IUB. The annotated video plugin for Omeka will greatly enhance the pedagogical and research potential of video for online collections and exhibitions by providing humanities scholars and cultural institutions with a tool for incorporating video segments that contain integrated descriptive data linked specifically to the video content.","To support: The enhancement of Indiana University's ""Annotator's Workbench"" into an Omeka plug-in, allowing for detailed annotation in video archival collections.",,,,,,,
209616,HD-51377-11,O,"Katherine Rowe (Co Project Director, 03/02/2011 - present); Bruce Smith (Project Director, 03/02/2011 - present)",University of Southern California,Los Angeles,CA,90089-0012,USA,7/11/2015,2011,Mobile Shakespeare Scripts,GB,Renaissance Studies,247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$50,000.00",$0.00,"$50,000.00",$0.00,"$50,000.00",$0.00,9/1/2011 Ð 2/28/2013,"""Mobile Shakespeare Scripts"" (MyShx) will develop and test in rehearsal a dynamic script interface for theater practitioners: professionals, academics, and amateurs. MyShx prototypes a core component of Cambridge World Shakespeare Online, a collaborative workspace for scholars, teachers, students and performers worldwide. It seeks to validate within a defined user community the dual publishing model for this workspace, which balances sustainability with open access to primary and secondary materials. Cambridge University Press and the University of Southern California will support the design of a lightweight prototype on a portable device. The American Shakespeare Center will partner on the project, testing the usefulness of a dynamic script over the lifecycle of a play in production. Our partners will collaborate on a public report sharing the results and prototype design. In addition to public reports on the results, the prototype will be made available on open access through CWSO.","To support: The creation and testing of a prototype dynamic script interface for theater professionals, humanities scholars, and students to allow for the study of a lifecycle of theatrical performance as it moves from play to script to production.",,,,,,,
209617,HD-51378-11,O,"Jon Frey (Project Director, 03/02/2011 - present)",Michigan State University,East Lansing,MI,48824-1168,USA,7/11/2015,2011,Digging Digitally: Creating a More Dynamic Archaeological Field Journal Archive,Y1,Archival Management and Conservation,247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$23,914.00",$0.00,"$23,914.00",$0.00,"$23,914.00",$0.00,9/1/2011 Ð 12/31/2012,"As the daily record of observations, the field journal always has been central to the archaeological process. Yet in recent decades, these important texts have been ignored in the rush to create digital artifact archives. This project, which builds upon software designed to manage the field books at the Ohio State University Excavations at Isthmia, will correct this oversight by enabling a community of scholars to use scans of the hand written texts to link electronically the disparate forms of evidence that make up the archaeological record. Also, this project will determine the best equipment and practices to allow archaeologists to utilize a digital notebook archive in their research. The result will be an inexpensive, multi-platform, and open source system that can be adapted by other scholars to simplify and enhance research in any field of humanities research that depends upon hand written documents as a primary source of evidence.",To support: The development and testing of a digital field journal for use in archaeological investigations with a particular focus on adapting existing software for use on portable electronic devices.,,,,,,,
209619,HD-51380-11,O,"Carter Lupton (Project Director, 03/02/2011 - present)",Milwaukee Public Museum,Milwaukee,WI,53233-1478,USA,7/11/2015,2011,Proposing Holograms as an Innovative Exhibition Technology for Egyptian Mummies,AC,Ancient History,247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$24,632.00",$0.00,"$24,632.00",$0.00,"$24,632.00",$0.00,9/1/2011 Ð 3/31/2012,"The Milwaukee Public Museum is planning a major exhibition of the ancient history of the Near Eastern and Classic civilizations, utilizing new technologies beyond traditional presentation methods. The Museum is requesting funding from NEH to develop a proof-of-concept for a 3-D high-definition, full color true holographic or holographic-like exhibit of a virtual mummy unwrapping. The Museum will work alongside key experts with experience in medical imaging, mummy CT analysis, and 3-D rendering techniques to research and evaluate breakthrough technologies in visualizations using computed tomography (CT). While CT scanning of mummies is not new, our use of the latest technologies will provide greater clarity, enabling the use of innovative presentation systems. This exhibit will allow visitors not only to learn about mummification but to see, in detail, the various inner elements of the mummy, better understanding Egyptian beliefs and practices.",To support: Development of a proof-of-concept for a 3-D high definition holographic exhibit of an Egyptian mummy unwrapping at the Milwaukee Public Museum.,,,,,,,
209622,HD-51383-11,O,"Stefan Baums (Project Director, 03/02/2011 - present)",Mangalam Research Center for Buddhist Languages,Berkeley,CA,94704-1418,USA,7/11/2015,2011,Buddhist Translators Workbench (BTW),CC,Ancient Languages,247,Digital Humanities Start-Up Grants,12,Digital Humanities,"$25,000.00",$0.00,"$25,000.00",$0.00,"$25,000.00",$0.00,"$25,000.00",$0.00,9/1/2011 Ð 4/30/2013,"This project will create an integrated suite of open-source tools for translators of Buddhist texts, the Buddhist Translators Workbench (BTW). BTW will gather data on source texts and translations across cultures and across time. It will support both real-time and offline collaboration on group translation projects by logging user threads and dialogs and creating “digital footnotes” that preserve and inspire new research. BTW will for the first time ground Buddhist translation work in a shared, easily accessible body of knowledge. At Level I the project will bring together scholars and IT experts to choose an initial set of 500-1,000 terms and design an alpha-level prototype, using selected Abhidharma texts as its initial resource. It will also address software-development needs, including creation of language agnostic searches, proximity searches, and computer recognition of word clusters (Tibetan) and individual words (Sanskrit).","To support: The creation of a prototype for a platform allowing group collaborative translation, with Abidharma source texts serving as the initial test collection.",,,,,,,
209628,HD-51389-11,O,"Andrea Kalin (Project Director, 03/02/2011 - present)","Stone Soup Productions, Inc.",Washington,DC,20036-2504,USA,7/11/2015,2011,The American Guide Game,G4,American Studies,247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$50,000.00",$0.00,"$50,000.00",$0.00,"$50,000.00",$0.00,9/1/2011 Ð 2/28/2013,"THE AMERICAN GUIDE GAME, a web based, role playing game for youth ages 14-16, is a keystone of ""Soul of a People, Soul of a Place,"" using games, social media and HTML5 enhanced video for players to A. understand first-hand the experiences and challenges of writers and editors as they collected the stories of people and places for the Federal Writers' Project, part of Roosevelt's 1930s New Deal initiatives, and B. share knowledge and skills gained in a historical, scaffolding game by documenting in game assignments and completing similar assignments in their own communities. We seek 50,000 dollars in Level II Start Up funding to move this unique game from advanced concept to completed prototype, ready to test pilot and disseminate.",To support: Development of a web-based game that would teach players about the Federal Writers' Project and America during the Great Depression.,,,,,,,
209633,HD-51394-11,O,"Mark Williams (Co Project Director, 03/02/2011 - present); Michael Casey (Project Director, 03/02/2011 - present)",Dartmouth College,Hanover,NH,3755,USA,7/11/2015,2011,"ACTION (Audio-visual Cinematic Toolbox for Interaction, Organization, and Navigation): an open-source Python platform",M5,Film History and Criticism,247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$50,000.00",$0.00,"$50,000.00",$0.00,"$50,000.00",$0.00,9/1/2011 Ð 12/31/2013,"Audio-visual media have become ubiquitous due to the central position that computing has taken. Yet, methodologies and tools for supporting humanities research based on computational techniques, such as automatic shot-boundary detection, are nascent. ACTION seeks to provide free and open-source computational tools, and best-practice documentation, for new media-analytic methodologies based upon machine-vision and machine-hearing algorithms and software. We anticipate that automatic shot-boundary detection, scene-boundary detection, sound-track analysis, structure segmentation, and other methods, will lead to new insights into the development of film editing styles, scene composition, lighting, sound, and narrative construction. Building upon previous open-source frameworks, such as OMRAS2, AudioDB, Sphinx, Bregman, and OpenCV, ACTION will be a platform consisting of worked use-case examples in computational cinematics for future humanities researchers to extend.","To support: The development of a platform that would support the computational analysis of film and other audio-video materials. The platform would allow such features as the automatic detection of shots and scenes, the analysis of soundtracks, and overall content analysis.",,,,,,,
209637,HD-51398-11,O,"Shannon Carter (Project Director, 03/02/2011 - present)","Texas A & M University, Commerce",Commerce,TX,75428-4311,USA,7/11/2015,2011,"Remixing Rural Texas: Local Texts, Global Context",P1,Composition and Rhetoric,247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$24,966.00",$0.00,"$24,965.99",$0.00,"$24,965.99",$0.00,9/1/2011 Ð 12/31/2012,"Remixing Rural Texas (RRT) prototype frames critical race narratives in rural, northeast Texas by bringing together archival research methods with three traditions increasingly common in the Digital Humanities: aggregation, remixing, and geomapping tools. RRT is both expository and participatory in nature. Expository aspects feature video documentaries remixed almost entirely from existing local history collections illustrating the convergence of geographical, temporal, political, and economic factors in shifting critical race narratives across local landscapes by foregrounding tensions surrounding local texts and contexts with global implications. The participatory role invites and guides research, community and student participants in collecting, remixing, and likewise framing additional critical race narratives of their own. Level I grant will fund the expository portion of RRT leading to a Level II grant application to support the participatory role to build from prototype.","To support: The development of a prototype for facilitating the ""remixing"" of various types of digitized primary sources for Web presentations on the history of race and race relations in rural Texas.",,,,,,,
209639,HD-51400-11,O,"Daniel Price (Project Director, 03/02/2011 - present)",University of Houston,Houston,TX,77204-0001,USA,7/11/2015,2011,Vwire: Digital Content Management through Spatial Arrangement - a Tool for Visual Argumentation in the Humanities,G1,"Interdisciplinary Studies, General",247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$49,931.00",$0.00,"$48,504.39",$0.00,"$48,504.39",$0.00,9/1/2011 Ð 8/31/2013,"The Vwire project initiates an open source and extensible environment for producing, sharing and discussing visually ordered data sets in the humanities. Even those existing database tools that allow researchers to see multiple images simultaneously do not allow for the active and intuitive configuration of the images - like arranging snapshots on a table - that Vwire provides. Already implemented as an add-on module for Plone 4 (a mature and recently much improved Content Management System [CMS]), Vwire leverages existing technology and extends the visualization tools available to humanities researchers. We propose a test case using a small group of Teotihuacan stone masks, which are of archaeological and art historical importance, and we will elicit collaboration between experts from both fields to help refine and troubleshoot the existing tool.","To support: The development of a virtual research tool, using Teotihuacan stone masks as exemplars, to allow scholars to order, share, and discuss interpretations of digital images datasets based on their visual characteristics.",,,,,,,
209642,HD-51403-11,O,"Scott Hamlin (Project Director, 03/02/2011 - present)",Wheaton College,Norton,MA,02766-2322,USA,7/11/2015,2011,"Developing a User Experience for TAPAS (the TEI Archiving, Publishing, and Access Service)",G1,"Interdisciplinary Studies, General",247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$50,000.00",$0.00,"$50,000.00",$0.00,"$50,000.00",$0.00,9/1/2011 Ð 6/30/2014,"Many scholars, archivists, librarians, technologists, and students working with TEI at smaller institutions often do so without peer or technical support. Having completed the considerable task of encoding their text, they often ask: now that I have my document encoded, what do I do with it? TEI has huge potential for multimedia presentation, data mashups, visualizations, or sophisticated print layout. However, without knowledge of XSLT and other XML technologies, the options are either inaccessible or difficult to learn and use. The TEI Archiving, Publishing, and Access Service (TAPAS) Project seeks to build a service that will allow users with TEI-encoded texts to store, share, and discuss their materials, and transform them into forms appropriate for reading, visualizing, and participating in the web ecosystem. We will design and develop the User Interface and User Experience for this service and create an intuitive and simple-to-use environment for working with TEI-encoded data.","To support: A series of workshops to develop and test a prototype interface for the TAPAS (TEI Archiving, Publishing, and Access Service) Project, an online service that allows for the storage, sharing, and analysis of TEI-encoded texts.",,,,,,,
209658,HD-51419-11,O,"Marc Brudzinski (Project Director, 03/02/2011 - present)","SUNY Research Foundation, College at Purchase",Purchase,NY,10577-1402,USA,7/11/2015,2011,Creative Telecollaboration and Language Acquisition Curriculum,C1,"Languages, General",247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$49,989.00",$0.00,"$49,989.00",$0.00,"$49,989.00",$0.00,9/1/2011 Ð 12/31/2013,"We are requesting a Level II grant to launch two pilot intermediate-level foreign language classes, the pedagogy for which will integrate computer-assisted language learning (CALL) with the most innovative language acquisition pedagogy. The grant will support the development of digitally-enhanced curriculum in Intermediate French and Spanish, using blogging, videoconferencing, and video production to create cultural bridges between students at Purchase College and students in Marseille and Bogota. The grant will enable a new style of digital and participatory language instruction, one that emphasizes both grammatical form and the creative use of language between students constructing their own intercultural contexts online. During the project period, participants will pilot and implement new curricula, review and publish the results, and extend successful practices to additional humanities curricula at Purchase College.",To support: A program of foreign-language instruction that incorporates computer-assisted learning technologies. The project will enable undergraduates to coordinate with students in Marseille and Bogota on assignments that will allow for immersion-style learning about French and Spanish language and culture.,,,,,,,
